ELISA-IE	EN_MENTION_0000018	Donetsk	1443841d_3e1d_4699_98d3_16eb09da90f1:1218-1224	Donetsk	GPE	NAM	0.190
ELISA-IE	EN_MENTION_0000019	Ukrainian	1443841d_3e1d_4699_98d3_16eb09da90f1:1242-1250	Ukraine	GPE	NAM	0.163
ELISA-IE	EN_MENTION_0000020	Donetsk	1443841d_3e1d_4699_98d3_16eb09da90f1:1274-1280	Donetsk	GPE	NAM	0.190
ELISA-IE	EN_MENTION_0000021	Kiev	1443841d_3e1d_4699_98d3_16eb09da90f1:1433-1436	Kiev	GPE	NAM	0.166
ELISA-IE	EN_MENTION_0000022	Malaysian Airlines	1443841d_3e1d_4699_98d3_16eb09da90f1:1468-1485	Malaysia_Airlines	ORG	NAM	1.000
ELISA-IE	EN_MENTION_0000023	Amsterdam	1443841d_3e1d_4699_98d3_16eb09da90f1:1510-1518	Amsterdam	GPE	NAM	0.165
ELISA-IE	EN_MENTION_0000024	Malaysia	1443841d_3e1d_4699_98d3_16eb09da90f1:1523-1530	Malaysia	GPE	NAM	0.167
ELISA-IE	EN_MENTION_0000025	Eastern Ukraine	1443841d_3e1d_4699_98d3_16eb09da90f1:1543-1557	Eastern_Ukraine	LOC	NAM	0.247
ELISA-IE	EN_MENTION_0000026	Russian	1443841d_3e1d_4699_98d3_16eb09da90f1:1576-1582	Russian_Empire	GPE	NAM	0.126
ELISA-IE	EN_MENTION_0000027	Boeing	1443841d_3e1d_4699_98d3_16eb09da90f1:1671-1676	Boeing	ORG	NAM	0.164
ELISA-IE	EN_MENTION_0000028	Malaysian	1443841d_3e1d_4699_98d3_16eb09da90f1:1763-1771	Malaysia	GPE	NAM	0.163
ELISA-IE	EN_MENTION_0000029	Donetsk Region	1443841d_3e1d_4699_98d3_16eb09da90f1:1918-1931	Donetsk_Oblast	GPE	NAM	0.482
ELISA-IE	EN_MENTION_0000030	Buk	1443841d_3e1d_4699_98d3_16eb09da90f1:2107-2109	Buk	LOC	NAM	0.128
ELISA-IE	EN_MENTION_0000031	USSR	1443841d_3e1d_4699_98d3_16eb09da90f1:2210-2213	Soviet_Union	GPE	NAM	0.166
ELISA-IE	EN_MENTION_0000032	Russia	1443841d_3e1d_4699_98d3_16eb09da90f1:2219-2224	Russia	GPE	NAM	0.164
ELISA-IE	EN_MENTION_0000033	Malaysian	1443841d_3e1d_4699_98d3_16eb09da90f1:2345-2353	Malaysia	GPE	NAM	0.163
ELISA-IE	EN_MENTION_0000034	Ukrainian	1443841d_3e1d_4699_98d3_16eb09da90f1:2386-2394	Ukraine	GPE	NAM	0.163
ELISA-IE	EN_MENTION_0000035	Yury Karash	1443841d_3e1d_4699_98d3_16eb09da90f1:2419-2429	NIL	PER	NAM	1.0
ELISA-IE	EN_MENTION_0000036	Ukrainian	1443841d_3e1d_4699_98d3_16eb09da90f1:2603-2611	Ukraine	GPE	NAM	0.163
ELISA-IE	EN_MENTION_0000037	Russian	1443841d_3e1d_4699_98d3_16eb09da90f1:2628-2634	Russian_Empire	GPE	NAM	0.126
ELISA-IE	EN_MENTION_0000038	Boeing	1443841d_3e1d_4699_98d3_16eb09da90f1:2713-2718	Boeing	ORG	NAM	0.164
ELISA-IE	EN_MENTION_0000039	Ukrainian	1443841d_3e1d_4699_98d3_16eb09da90f1:2835-2843	Ukraine	GPE	NAM	0.163
ELISA-IE	EN_MENTION_0000040	Ukrainian	1443841d_3e1d_4699_98d3_16eb09da90f1:2996-3004	Ukraine	GPE	NAM	0.163
ELISA-IE	EN_MENTION_0000041	Karash	1443841d_3e1d_4699_98d3_16eb09da90f1:3077-3082	NIL	PER	NAM	1.0
ELISA-IE	EN_MENTION_0000042	the Peoples Republic of Donetsk	1443841d_3e1d_4699_98d3_16eb09da90f1:3165-3195	NIL	GPE	NAM	1.0
ELISA-IE	EN_MENTION_0000043	the Donetsk Peoples Republic	1443841d_3e1d_4699_98d3_16eb09da90f1:3276-3303	NIL	GPE	NAM	1.0
ELISA-IE	EN_MENTION_0000044	Ukrainian	1443841d_3e1d_4699_98d3_16eb09da90f1:3326-3334	Ukraine	GPE	NAM	0.163
ELISA-IE	EN_MENTION_0000045	The Boeing	1443841d_3e1d_4699_98d3_16eb09da90f1:3502-3511	NIL	ORG	NAM	1.0
ELISA-IE	EN_MENTION_0000046	Sergey Kavtaradze	1443841d_3e1d_4699_98d3_16eb09da90f1:3551-3567	Sergey_Kavtaradze	PER	NAM	1.000
ELISA-IE	EN_MENTION_0000047	the Donetsk Peoples Republic	1443841d_3e1d_4699_98d3_16eb09da90f1:3619-3646	NIL	GPE	NAM	1.0
ELISA-IE	EN_MENTION_0000048	Kavtaradze	1443841d_3e1d_4699_98d3_16eb09da90f1:3662-3671	Kavtaradze	PER	NAM	1.000
ELISA-IE	EN_MENTION_0000049	IHS	1443841d_3e1d_4699_98d3_16eb09da90f1:3771-3773	Indian_Health_Service	ORG	NAM	0.111
ELISA-IE	EN_MENTION_0000050	Nick de Larrinaga	1443841d_3e1d_4699_98d3_16eb09da90f1:3798-3814	NIL	PER	NAM	1.0
ELISA-IE	EN_MENTION_0000051	Malaysian	1443841d_3e1d_4699_98d3_16eb09da90f1:3902-3910	Malaysia	GPE	NAM	0.163
ELISA-IE	EN_MENTION_0000052	Ukraine	1443841d_3e1d_4699_98d3_16eb09da90f1:4115-4121	Ukraine	GPE	NAM	0.166
ELISA-IE	EN_MENTION_0000053	Buk	1443841d_3e1d_4699_98d3_16eb09da90f1:4192-4194	Buk	LOC	NAM	0.128
ELISA-IE	EN_MENTION_0000054	Russia	1443841d_3e1d_4699_98d3_16eb09da90f1:4269-4274	Russia	GPE	NAM	0.164
ELISA-IE	EN_MENTION_0000055	Ukraine	1443841d_3e1d_4699_98d3_16eb09da90f1:4280-4286	Ukraine	GPE	NAM	0.166
ELISA-IE	EN_MENTION_0000056	Malaysian	1443841d_3e1d_4699_98d3_16eb09da90f1:4459-4467	Malaysia	GPE	NAM	0.163
ELISA-IE	EN_MENTION_0000057	Kevin Ryan	1443841d_3e1d_4699_98d3_16eb09da90f1:4495-4504	Kevin_Ryan_(rugby)	PER	NAM	0.127
ELISA-IE	EN_MENTION_0000058	the Defense and Intelligence Project	1443841d_3e1d_4699_98d3_16eb09da90f1:4523-4558	NIL	ORG	NAM	1.0
ELISA-IE	EN_MENTION_0000059	the Belfer Center for Science and International Affairs	1443841d_3e1d_4699_98d3_16eb09da90f1:4563-4617	NIL	ORG	NAM	1.0
ELISA-IE	EN_MENTION_0000060	CNN	1443841d_3e1d_4699_98d3_16eb09da90f1:4728-4730	CNN	ORG	NAM	0.167
ELISA-IE	EN_MENTION_0000061	Ryan	1443841d_3e1d_4699_98d3_16eb09da90f1:4841-4844	T._J._Ryan	PER	NAM	0.125
